Created as New Dataset;Sample 003 By Administrator Date maandag, maart 02 2026
cm-1;%T
2616,00;99,12
2615,00;99,13
2614,00;99,13
2613,00;99,12
2612,00;99,11
2611,00;99,10
2610,00;99,08
2609,00;99,08
2608,00;99,08
2607,00;99,10
2606,00;99,11
2605,00;99,11
2604,00;99,10
2603,00;99,10
2602,00;99,09
2601,00;99,09
2600,00;99,09
2599,00;99,08
2598,00;99,08
2597,00;99,08
2596,00;99,08
2595,00;99,08
2594,00;99,08
2593,00;99,09
2592,00;99,10
2591,00;99,12
2590,00;99,14
2589,00;99,14
2588,00;99,13
2587,00;99,12
2586,00;99,11
2585,00;99,11
2584,00;99,10
2583,00;99,10
2582,00;99,09
2581,00;99,08
2580,00;99,06
2579,00;99,05
2578,00;99,05
2577,00;99,06
2576,00;99,08
2575,00;99,10
2574,00;99,12
2573,00;99,12
2572,00;99,12
2571,00;99,11
2570,00;99,10
2569,00;99,09
2568,00;99,08
2567,00;99,07
2566,00;99,08
2565,00;99,09
2564,00;99,09
2563,00;99,09
2562,00;99,09
2561,00;99,09
2560,00;99,10
2559,00;99,10
2558,00;99,09
2557,00;99,09
2556,00;99,08
2555,00;99,07
2554,00;99,06
2553,00;99,05
2552,00;99,05
2551,00;99,06
2550,00;99,07
2549,00;99,08
2548,00;99,07
2547,00;99,05
2546,00;99,03
2545,00;99,02
2544,00;99,02
2543,00;99,03
2542,00;99,02
2541,00;99,01
2540,00;99,01
2539,00;99,01
2538,00;99,02
2537,00;99,04
2536,00;99,05
2535,00;99,05
2534,00;99,04
2533,00;99,03
2532,00;99,02
2531,00;99,01
2530,00;99,02
2529,00;99,03
2528,00;99,02
2527,00;99,00
2526,00;98,97
2525,00;98,96
2524,00;98,96
2523,00;98,97
2522,00;98,98
2521,00;98,98
2520,00;98,97
2519,00;98,94
2518,00;98,92
2517,00;98,91
2516,00;98,91
2515,00;98,93
2514,00;98,94
2513,00;98,94
2512,00;98,92
2511,00;98,90
2510,00;98,90
2509,00;98,90
2508,00;98,91
2507,00;98,93
2506,00;98,94
2505,00;98,95
2504,00;98,94
2503,00;98,92
2502,00;98,91
2501,00;98,90
2500,00;98,89
2499,00;98,88
2498,00;98,89
2497,00;98,89
2496,00;98,88
2495,00;98,88
2494,00;98,88
2493,00;98,88
2492,00;98,87
2491,00;98,84
2490,00;98,82
2489,00;98,81
2488,00;98,83
2487,00;98,85
2486,00;98,87
2485,00;98,86
2484,00;98,83
2483,00;98,80
2482,00;98,77
2481,00;98,76
2480,00;98,76
2479,00;98,77
2478,00;98,78
2477,00;98,78
2476,00;98,78
2475,00;98,78
2474,00;98,78
2473,00;98,77
2472,00;98,76
2471,00;98,76
2470,00;98,76
2469,00;98,77
